flow_duration,tot_fwd_pkts,tot_bwd_pkts,fwd_pkt_len_mean,bwd_pkt_len_mean,flow_byts_s,flow_pkts_s,fwd_iat_mean,bwd_iat_mean,pkt_len_std,label
0.007708,4.0,4.0,70.25,77.25,76543.85054488844,1037.8827192527244,0.0015593333333333338,0.002569333333333333,120.25401356203366,dos
0.011554,3.0,4.0,93.66666666666666,77.25,51064.5663839363,605.8507876060239,0.0040765,0.003851333333333333,125.8420211444265,dos
0.029297,2.0,4.0,137.0,77.25,19899.648428166707,204.79912619039493,0.002235,0.009765666666666667,132.76635402806224,dos
107.498373,43.0,1.0,0.0,0.0,0.0,0.4093085204182579,2.539830595238095,0.0,0.0,dos
115.423652,56.0,1.0,131.7142857142857,137.0,65.0906453730991,0.4938329277607677,2.0860637818181815,0.0,9.545256294377223,dos
106.4431,27.0,1.0,52.037037037037045,39.0,13.56593334842747,0.2630513391661836,4.091496615384616,0.0,17.66094184903721,dos
115.321908,40.0,1.0,346.8,354.0,123.35904119796562,0.3555265492138753,2.934703512820513,0.0,21.39132651740456,dos
119.743949,59.0,1.0,0.0,0.0,0.0,0.5010691604967864,2.064121189655173,0.0,0.0,dos
109.729533,8.0,1.0,316.0,316.0,25.918273068746224,0.0820198514833741,13.502761857142858,0.0,0.0,dos
109.666111,19.0,1.0,268.0,268.0,48.8756275856267,0.1823717447224876,5.239211,0.0,0.0,dos
118.289192,14.0,1.0,308.0,308.0,39.05682270616913,0.1268078659291205,8.981210307692308,0.0,0.0,dos
119.96523,1221.0,848.0,56.87796887796895,13.82193396226416,676.6043794522795,17.246663887528076,0.0982989819672131,0.1415915360094449,58.17717410050321,dos
119.867502,1211.0,869.0,57.829066886870365,13.795166858457998,684.2471781884634,17.352493088577084,0.09897297107438019,0.13760928456221172,58.9607206297703,dos
119.879862,1242.0,879.0,56.86473429951692,13.79749715585892,690.3077682888891,17.692713059679697,0.0965537163577759,0.1365374282460136,58.34725830225606,dos
0.012202,3.0,4.0,93.66666666666666,77.25,48352.7290608097,573.676446484183,0.004654,0.004067333333333333,125.8420211444265,dos
0.154014,4.0,1.0,352.0,420.0,11869.050865505733,32.4645811419741,0.05040266666666667,0.0,111.04353500617074,dos
105.020519,37.0,1.0,0.0,0.0,0.0,0.3618340526387991,2.9163100555555554,0.0,0.0,dos
113.767192,35.0,1.0,137.0,137.0,43.35168965056288,0.316435690880021,3.2577639117647057,0.0,0.0,dos
104.859453,15.0,1.0,59.266666666666666,39.0,8.849941263759977,0.1525851942027582,7.489820714285712,0.0,19.550838706246008,dos
113.764058,35.0,1.0,354.0,354.0,112.02132047715808,0.3164444081275652,3.2576623823529416,0.0,0.0,dos
106.50841,61.0,1.0,0.0,0.0,0.0,0.5821136565647727,1.7751177000000005,0.0,0.0,dos
104.857599,7.0,1.0,316.0,316.0,24.108886948670264,0.0762939460400957,14.962580333333333,0.0,0.0,dos
117.929512,24.0,1.0,268.0,268.0,56.81359895731613,0.2119910408855079,4.607135434782609,0.0,0.0,dos
119.938572,1055.0,792.0,57.04928909952604,13.766414141414142,592.7200800756574,15.39954969615613,0.11378733965844391,0.15119680278128952,58.19117394949472,dos
119.986419,1043.0,761.0,58.727708533077646,13.737187910643888,597.6259696524488,15.035034923410793,0.11476611804222636,0.1565708921052634,59.22870080634611,dos
119.933647,1040.0,785.0,56.897115384615375,13.72611464968155,583.2224880145603,15.216747306950484,0.11536828200192488,0.15168949489795927,57.85460847474702,dos
1.030905,7.0,1.0,381.1428571428572,420.0,2995.426348693624,7.760171887807315,0.15349016666666668,0.0,90.66666666666666,dos
0.020816,3.0,4.0,93.66666666666666,77.25,28343.581860107606,336.27978478093775,0.0028465,0.006938666666666666,125.8420211444265,dos
101.141286,12.0,1.0,308.0,308.0,39.58818558031782,0.1285330700659669,9.10306845454545,0.0,0.0,dos
0.576921,8.0,1.0,386.0,420.0,6080.555223332137,15.600056160202175,0.08213685714285715,0.0,86.0139523565799,dos
0.59619,8.0,1.0,386.0,420.0,5884.030258810111,15.095858702762545,0.08461242857142856,0.0,86.0139523565799,dos
90.865989,17.0,1.0,388.00000000000006,420.0,77.21260811897398,0.1980939204876755,5.678919,0.0,85.76208079870716,dos
